"Protein1","Protein2","Gene1","Gene2","Context","StringScore"
"P20810","Q92575","CAST","UBXN4","poor",0
"Q99613","Q96A08","EIF3C","H2BC1","poor",0
"Q96A08","Q00839","H2BC1","HNRNPU","poor",0
"P48047","Q01082","ATP5PO","SPTBN1","poor",0
"Q02224","P62807","CENPE","H2BC4","poor",0
"Q56UN5","P29401","MAP3K19","TKT","poor",0
"Q96A08","Q53EL6","H2BC1","PDCD4","poor",0
"P27824","P00558","CANX","PGK1","poor",276
"P04406","Q70CQ4","GAPDH","USP31","poor",0
"Q9UMD9","P04843","COL17A1","RPN1","poor",0
"P13639","Q92769","EEF2","HDAC2","poor",236
"Q86VF7","P62258","NRAP","YWHAE","poor",0
"P30040","P12883","ERP29","MYH7","poor",0
"P13637","P63000","ATP1A3","RAC1","poor",0
"Q99615","P63167","DNAJC7","DYNLL1","poor",0
"O15078","P40925","CEP290","MDH1","poor",0
"Q01518","P15170","CAP1","GSPT1","poor",181
"P30101","O76024","PDIA3","WFS1","poor",192
"P00558","Q9P258","PGK1","RCC2","poor",0
"P20929","P28074","NEB","PSMB5","poor",0
"P06733","Q5JPE7","ENO1","NOMO2","poor",0
"P06576","P56199","ATP5F1B","ITGA1","poor",0
"Q96A08","Q93079","H2BC1","H2BC9","poor",0
"Q5VTE0","P22694","EEF1A1P5","PRKACB","poor",0
"P19338","Q6IBS0","NCL","TWF2","poor",0
"Q6P4R8","P21796","NFRKB","VDAC1","poor",0
"P06733","P23921","ENO1","RRM1","poor",326
"P07951","P67936","TPM2","TPM4","poor",963
"O43633","Q9UGP8","CHMP2A","SEC63","poor",0
"Q96A08","P49736","H2BC1","MCM2","poor",315
"Q15910","Q93079","EZH2","H2BC9","poor",0
"O14617","Q14152","AP3D1","EIF3A","poor",0
"P06733","Q96RL7","ENO1","VPS13A","poor",0
"Q9UG63","Q96A08","ABCF2","H2BC1","poor",0
"Q9NSI2","P40925","SLX9","MDH1","poor",0
"P13674","P29401","P4HA1","TKT","poor",193
"P30520","P0C0S8","ADSS2","H2AC11","poor",0
"P62495","O95425","ETF1","SVIL","poor",0
"P62316","O95425","SNRPD2","SVIL","poor",0
"Q9UG63","O95425","ABCF2","SVIL","poor",0
"Q9UIG0","P06748","BAZ1B","NPM1","poor",182
"Q8TEK3","P61081","DOT1L","UBE2M","poor",0
"O95831","P08621","AIFM1","SNRNP70","poor",158
"Q8TCA0","Q9BRX2","LRRC20","PELO","poor",0
"Q9UBF2","Q9BRX2","COPG2","PELO","poor",0
"Q7Z5J4","P13693","RAI1","TPT1","poor",0
"P29992","P40939","GNA11","HADHA","poor",0
"O95831","Q641Q2","AIFM1","WASHC2A","poor",0
"O43719","P31153","HTATSF1","MAT2A","poor",0
"Q9UK45","Q9NZ01","LSM7","TECR","poor",0
"Q14746","Q13868","COG2","EXOSC2","poor",0
"Q9H6R7","P13535","WDCP","MYH8","poor",0
"Q5VTE0","O43765","EEF1A1P5","SGTA","poor",0
"P16403","P16402","H1-2","H1-3","rich",514
"Q92954","Q13061","PRG4","TRDN","poor",0
"P04406","P68431","GAPDH","H3C1","poor",305
"P60900","P25788","PSMA6","PSMA3","poor",999
"P62807","P35579","H2BC4","MYH9","poor",0
"Q15560","Q00059","TCEA2","TFAM","poor",0
"P54709","P22102","ATP1B3","GART","poor",0
"Q93079","Q12840","H2BC9","KIF5A","poor",0
"Q0VDD8","Q99729","DNAH14","HNRNPAB","poor",0
"P17655","O00330","CAPN2","PDHX","poor",0
"P43487","P08240","RANBP1","SRPRA","poor",0
"Q9NYC9","Q96ST2","DNAH9","IWS1","poor",0
"Q8NEV4","P63104","MYO3A","YWHAZ","poor",163
"Q9UG63","P17096","ABCF2","HMGA1","poor",0
"Q9NR30","Q9Y6M7","DDX21","SLC4A7","poor",0
"Q8NFC6","P23588","BOD1L1","EIF4B","poor",0
"Q9UIG0","P24534","BAZ1B","EEF1B2","poor",0
"P30153","Q99961","PPP2R1A","SH3GL1","poor",0
"Q03164","Q15084","KMT2A","PDIA6","poor",0
"Q8TEK3","O75044","DOT1L","SRGAP2","poor",0
"Q9Y5K8","O75044","ATP6V1D","SRGAP2","poor",0
"Q2TBE0","Q16778","CWF19L2","H2BC21","poor",0
"P19105","O14950","MYL12A","MYL12B","poor",966
"P11413","Q15233","G6PD","NONO","poor",0
"Q04637","P78324","EIF4G1","SIRPA","poor",0
"Q99729","P27816","HNRNPAB","MAP4","poor",0
"P13639","Q5SVQ8","EEF2","ZBTB41","poor",0
"P12883","P06748","MYH7","NPM1","poor",0
"P35663","P62195","CYLC1","PSMC5","poor",0
"O15511","Q9UBT2","ARPC5","UBA2","poor",0
"Q14315","P62937","FLNC","PPIA","poor",0
"Q92974","O43776","ARHGEF2","NARS1","poor",0
"Q96A05","P27797","ATP6V1E2","CALR","poor",0
"O75487","Q93079","GPC4","H2BC9","poor",0
"Q05682","P29692","CALD1","EEF1D","poor",0
"Q07065","P68431","CKAP4","H3C1","poor",280
"Q13442","Q86Y25","PDAP1","ZNF354C","poor",0
"P0CG48","O43765","UBC","SGTA","poor",185
"Q9P225","Q14980","DNAH2","NUMA1","poor",0
"Q6UB99","Q05682","ANKRD11","CALD1","poor",0
"P35749","P63104","MYH11","YWHAZ","poor",244
"Q96A08","Q9H7Z7","H2BC1","PTGES2","poor",0
"P16401","P63279","H1-5","UBE2I","poor",0
"P46821","Q9BSU3","MAP1B","NAA11","poor",0
"Q96GG9","P63313","DCUN1D1","TMSB10","poor",0
"Q6WRI0","P21796","IGSF10","VDAC1","poor",0
"Q9NPA8","P62937","ENY2","PPIA","poor",0
"Q9BUQ8","Q96AG4","DDX23","LRRC59","poor",0
"P13637","P62807","ATP1A3","H2BC4","poor",0
"Q5VTE0","Q5JWF2","EEF1A1P5","GNAS","poor",0
"P13591","Q9NYU2","NCAM1","UGGT1","poor",0
"P16615","P63104","ATP2A2","YWHAZ","poor",298
"P13639","P31150","EEF2","GDI1","poor",171
"P04406","Q15084","GAPDH","PDIA6","poor",407
"P68431","P0CI25","H3C1","TRIM49","poor",0
"P19105","P53985","MYL12A","SLC16A1","poor",0
"Q6Y1H2","P00338","HACD2","LDHA","poor",0
"Q13098","P06733","GPS1","ENO1","poor",0
"Q9UNF1","P62826","MAGED2","RAN","poor",0
"P51153","Q15286","RAB13","RAB35","poor",151
"O95714","P14625","HERC2","HSP90B1","poor",0
"P25398","Q8WZ42","RPS12","TTN","poor",0
"O60814","P35580","H2BC12","MYH10","poor",0
"P00918","P46778","CA2","RPL21","poor",0
"Q99877","P62851","H2BC15","RPS25","poor",0
"Q9Y4D8","P62424","HECTD4","RPL7A","poor",0
"Q641Q2","P42677","WASHC2A","RPS27","poor",0
"P08238","Q13061","HSP90AB1","TRDN","rich",0
"P34932","P45880","HSPA4","VDAC2","poor",514
"Q01974","P39023","ROR2","RPL3","poor",0
"P60709","P46821","ACTB","MAP1B","poor",468
"Q9NPP4","P08865","NLRC4","RPSA","poor",0
"Q9P225","P08238","DNAH2","HSP90AB1","poor",0
"O60488","P11021","ACSL4","HSPA5","poor",242
"Q9H6R7","P60866","WDCP","RPS20","poor",0
"P11142","Q8IVL0","HSPA8","NAV3","poor",0
"Q6IAA8","Q9UHA4","LAMTOR1","LAMTOR3","poor",999
"P04908","O60814","H2AC4","H2BC12","poor",983
"P14625","P54920","HSP90B1","NAPA","poor",0
"Q96GQ7","O60814","DDX27","H2BC12","poor",0
"P12532","O60506","CKMT1A","SYNCRIP","poor",0
"Q96B01","P63104","RAD51AP1","YWHAZ","poor",0
"P62701","Q8TD47","RPS4X","RPS4Y2","rich",0
"Q71UI9","P58876","H2AZ2","H2BC5","poor",0
"P10412","P82930","H1-4","MRPS34","poor",0
"P08238","O95562","HSP90AB1","SFT2D2","poor",0
"Q02878","Q9P2E9","RPL6","RRBP1","poor",160
"Q9P219","P0DMV8","CCDC88C","HSPA1A","poor",0
"P0DMV8","Q9C0D5","HSPA1A","TANC1","poor",0
"P30101","P51532","PDIA3","SMARCA4","poor",0
"P49257","P61254","LMAN1","RPL26","poor",0
"P0DMV8","Q13061","HSPA1A","TRDN","poor",0
"P62841","Q08945","RPS15","SSRP1","poor",232
"Q8NHQ9","P07900","DDX55","HSP90AA1","poor",229
"O60814","Q8IYB3","H2BC12","SRRM1","poor",0
"P32969","Q9H3U1","RPL9","UNC45A","poor",0
"P46777","P63104","RPL5","YWHAZ","poor",250
"P0DMV8","Q86UP2","HSPA1A","KTN1","poor",0
"Q96A08","P62979","H2BC1","RPS27A","rich",672
"P84098","P42766","RPL19","RPL35","rich",999
"P78371","P62424","CCT2","RPL7A","poor",750
"P36578","Q13188","RPL4","STK3","poor",0
"P0DMV8","Q01082","HSPA1A","SPTBN1","poor",0
"P60866","O15417","RPS20","TNRC18","poor",0
"P60709","Q6P9A3","ACTB","ZNF549","poor",0
"P61081","P62753","UBE2M","RPS6","poor",0
"O75131","P14618","CPNE3","PKM","poor",0
"Q9H2U1","P32969","DHX36","RPL9","poor",0
"P35268","P62195","RPL22","PSMC5","poor",627
"Q96CS3","P50502","FAF2","ST13","poor",0
"P09429","Q9Y6Y8","HMGB1","SEC23IP","poor",0
"P58876","Q16778","H2BC5","H2BC21","rich",0
"P78371","P62280","CCT2","RPS11","poor",787
"Q0ZGT2","P35241","NEXN","RDX","poor",216
"P51572","O60814","BCAP31","H2BC12","poor",0
"Q8NFC6","P40429","BOD1L1","RPL13A","poor",0
"O60488","O60506","ACSL4","SYNCRIP","poor",0
"Q15276","P61254","RABEP1","RPL26","poor",0
"O60841","O60814","EIF5B","H2BC12","poor",0
"P15822","P0DMV8","HIVEP1","HSPA1A","poor",0
"P39023","P42167","RPL3","TMPO","poor",270
"Q2M3G0","P61353","ABCB5","RPL27","poor",0
"Q92901","P05388","RPL3L","RPLP0","poor",948
"P00390","P62857","GSR","RPS28","poor",0
"P09104","P36578","ENO2","RPL4","poor",370
"P46778","P62277","RPL21","RPS13","poor",999
"P62424","P63104","RPL7A","YWHAZ","poor",0
"O14617","O60814","AP3D1","H2BC12","poor",0
"P08238","P61956","HSP90AB1","SUMO2","poor",503
"Q16658","Q93079","FSCN1","H2BC9","poor",0
"Q96JJ3","P52815","ELMO2","MRPL12","poor",0
"P40123","P08238","CAP2","HSP90AB1","poor",0
"Q15651","P32119","HMGN3","PRDX2","poor",0
"Q96Q89","P18669","KIF20B","PGAM1","poor",0
"O60832","P11142","DKC1","HSPA8","poor",223
"P60709","P23528","ACTB","CFL1","poor",998
"O60814","Q8N1G4","H2BC12","LRRC47","poor",0
"Q96A08","P61247","H2BC1","RPS3A","poor",0
"P62826","P61254","RAN","RPL26","poor",347
"P50914","Q5VUA4","RPL14","ZNF318","poor",0
"P26885","Q9BYG3","FKBP2","NIFK","poor",393
"O14979","P0DMV8","HNRNPDL","HSPA1A","poor",0
"P15880","Q7KZF4","RPS2","SND1","poor",531
"Q6P161","P43487","MRPL54","RANBP1","poor",0
"P07197","O14974","NEFM","PPP1R12A","poor",0
"P17096","P46783","HMGA1","RPS10","poor",206
"P08238","Q8NHG7","HSP90AB1","SVIP","poor",0
"O14647","P08238","CHD2","HSP90AB1","poor",0
"O60814","Q96ST2","H2BC12","IWS1","poor",211
"P36578","Q9H936","RPL4","SLC25A22","poor",0
"Q7Z460","Q02543","CLASP1","RPL18A","poor",0
"O00170","P46777","AIP","RPL5","poor",0
"P83731","P62424","RPL24","RPL7A","poor",999
"P62906","P23396","RPL10A","RPS3","poor",999
"Q9NRN7","P60709","AASDHPPT","ACTB","poor",245
"P60866","Q5SVZ6","RPS20","ZMYM1","poor",0
"Q03001","P62906","DST","RPL10A","poor",0
"Q96A08","O60814","H2BC1","H2BC12","rich",304
"P0DMV8","E9PAV3","HSPA1A","NACA","poor",169
"O94919","P0DMV8","ENDOD1","HSPA1A","poor",0
"P55209","P83731","NAP1L1","RPL24","poor",542
"Q8TF65","P08238","GIPC2","HSP90AB1","poor",0
"P04406","Q9Y237","GAPDH","PIN4","poor",302
"P08238","Q96RL7","HSP90AB1","VPS13A","poor",0
"Q9NX55","P54646","HYPK","PRKAA2","poor",0
"O00203","P0DMV8","AP3B1","HSPA1A","rich",0
"P0DMV8","O43795","HSPA1A","MYO1B","rich",0
"Q9UBF2","P11021","COPG2","HSPA5","poor",375
"P11021","Q8TCA0","HSPA5","LRRC20","poor",0
"Q4AC94","Q02878","C2CD3","RPL6","poor",0
"P52597","P42766","HNRNPF","RPL35","poor",0
"P14625","P62314","HSP90B1","SNRPD1","poor",200
"Q5JRX3","P26373","PITRM1","RPL13","poor",0
"Q9Y3E1","P0DMV8","HDGFL3","HSPA1A","poor",0
"P09874","P61247","PARP1","RPS3A","poor",270
"P19087","P0DMV8","GNAT2","HSPA1A","poor",0
"P09972","P62841","ALDOC","RPS15","poor",0
"P07197","Q8WZ42","NEFM","TTN","poor",0
"Q14839","P58876","CHD4","H2BC5","poor",0
"P47756","P62807","CAPZB","H2BC4","poor",0
"Q14008","P14625","CKAP5","HSP90B1","poor",156
"P05114","Q15651","HMGN1","HMGN3","poor",191
"P68431","Q8IVL0","H3C1","NAV3","poor",0
"P35659","P11142","DEK","HSPA8","poor",210
"P68431","P42766","H3C1","RPL35","poor",345
"P0DMV8","A0AVT1","HSPA1A","UBA6","poor",0
"P60709","Q8NHP6","ACTB","MOSPD2","poor",0
"P46778","Q5FWF4","RPL21","ZRANB3","poor",0
"Q9HB71","P62424","CACYBP","RPL7A","poor",179
"Q6IE81","P62244","JADE1","RPS15A","poor",0
"P62424","O75533","RPL7A","SF3B1","poor",250
"P07900","Q9BXP5","HSP90AA1","SRRT","poor",174
"P35579","P07197","MYH9","NEFM","poor",173
"P11142","Q8WZ42","HSPA8","TTN","rich",234
"Q14203","P0DMV8","DCTN1","HSPA1A","poor",0
"P47756","O15347","CAPZB","HMGB3","poor",0
"Q9HD42","P62979","CHMP1A","RPS27A","poor",164
"Q14247","Q8N6Q8","CTTN","METTL25","poor",0
"P10809","P53999","HSPD1","SUB1","poor",217
"Q93079","P62263","H2BC9","RPS14","poor",0
"O75348","P08238","ATP6V1G1","HSP90AB1","poor",0
"P82930","P62277","MRPS34","RPS13","poor",324
"O75367","O60814","MACROH2A1","H2BC12","poor",896
"P60709","O75083","ACTB","WDR1","poor",750
"P52597","P08238","HNRNPF","HSP90AB1","poor",247
"Q5VTE0","Q8NEY1","EEF1A1P5","NAV1","poor",0
"O60308","O60814","CEP104","H2BC12","poor",0
"P38117","P83881","ETFB","RPL36A","poor",0
"P20929","P62841","NEB","RPS15","poor",0
"P0C0S8","P62847","H2AC11","RPS24","poor",0
"Q9Y673","O60814","ALG5","H2BC12","poor",0
"Q14204","P07900","DYNC1H1","HSP90AA1","poor",853
"P07900","Q4KMP7","HSP90AA1","TBC1D10B","poor",0
"O60814","Q6PKG0","H2BC12","LARP1","poor",0
"P83731","P29401","RPL24","TKT","poor",0
"Q96JB1","P84098","DNAH8","RPL19","poor",0
"P0DMV8","Q14241","HSPA1A","ELOA","poor",0
"P05387","Q15560","RPLP2","TCEA2","poor",0
"Q03001","P62750","DST","RPL23A","poor",0
"Q9BYD6","P60866","MRPL1","RPS20","poor",915
"P10412","P50914","H1-4","RPL14","rich",195
"P61160","Q5CZC0","ACTR2","FSIP2","poor",0
"P0DMV8","P26639","HSPA1A","TARS1","poor",450
"P61254","Q6ZSZ6","RPL26","TSHZ1","poor",0
"O14974","P61353","PPP1R12A","RPL27","poor",0
"Q15651","Q06830","HMGN3","PRDX1","poor",0
"Q96A35","Q8NC51","MRPL24","SERBP1","poor",273
"P62807","P61254","H2BC4","RPL26","rich",0
"P49454","P62424","CENPF","RPL7A","poor",0
"Q8IVF6","P10809","ANKRD18A","HSPD1","poor",0
"P08238","Q8NC51","HSP90AB1","SERBP1","poor",228
"P50914","P62851","RPL14","RPS25","poor",999
"O60814","Q9NWH9","H2BC12","SLTM","poor",0
"P10809","P22695","HSPD1","UQCRC2","poor",493
"Q14651","P30050","PLS1","RPL12","poor",0
"O75915","Q96T58","ARL6IP5","SPEN","poor",0
"Q6UB99","O60814","ANKRD11","H2BC12","poor",0
"P55145","Q96B01","MANF","RAD51AP1","poor",159
"P68431","P62979","H3C1","RPS27A","rich",384
"P42677","O75351","RPS27","VPS4B","poor",0
"Q09666","P61353","AHNAK","RPL27","poor",0
"P08238","P52888","HSP90AB1","THOP1","poor",201
"A2A2Z9","P62753","ANKRD18B","RPS6","poor",0
"Q14320","P23396","FAM50A","RPS3","poor",0
"Q06265","P08238","EXOSC9","HSP90AB1","poor",0
"Q99832","P17987","CCT7","TCP1","poor",999
"Q9UG63","P0DMV8","ABCF2","HSPA1A","poor",246
"Q9HB71","Q8WZ42","CACYBP","TTN","poor",187
"Q5VTE0","P46783","EEF1A1P5","RPS10","poor",0
"P14625","P22694","HSP90B1","PRKACB","poor",0
"P10809","Q7Z406","HSPD1","MYH14","poor",0
"P07910","P11142","HNRNPC","HSPA8","rich",437
"Q13439","P0DMV8","GOLGA4","HSPA1A","rich",0
"Q05682","Q7RTP6","CALD1","MICAL3","poor",0
"P0DMV8","Q5JSZ5","HSPA1A","PRRC2B","poor",0
"P38646","Q9Y617","HSPA9","PSAT1","poor",209
"O60814","Q14966","H2BC12","ZNF638","poor",0
"P39023","Q02878","RPL3","RPL6","poor",999
"P11021","P33176","HSPA5","KIF5B","poor",0
"P0DMV8","Q9NTI5","HSPA1A","PDS5B","poor",0
"P62841","Q9UPV9","RPS15","TRAK1","poor",0
"Q01974","Q02878","ROR2","RPL6","poor",0
"P58876","Q93079","H2BC5","H2BC9","rich",0
"P16401","P26373","H1-5","RPL13","poor",0
"P35268","P62750","RPL22","RPL23A","poor",999
"O60814","Q5JTH9","H2BC12","RRP12","poor",0
"Q9UPN3","P62899","MACF1","RPL31","poor",0
"Q8TDI0","O60814","CHD5","H2BC12","poor",158
"P62081","Q9Y2S6","RPS7","TMA7","poor",269
"P63173","P62081","RPL38","RPS7","poor",999
"P54709","Q702N8","ATP1B3","XIRP1","poor",0
"P08238","O43151","HSP90AB1","TET3","poor",0
"Q13459","P07197","MYO9B","NEFM","poor",0
"P58876","P05204","H2BC5","HMGN2","rich",0
"Q96A08","P08238","H2BC1","HSP90AB1","poor",0
"P62807","Q15652","H2BC4","JMJD1C","poor",0
"P55209","P62424","NAP1L1","RPL7A","poor",351
"P34932","Q92598","HSPA4","HSPH1","rich",972
"Q9P225","O75475","DNAH2","PSIP1","poor",0
"P62841","Q9UQ35","RPS15","SRRM2","poor",156
"P08238","P62906","HSP90AB1","RPL10A","poor",464
"P14625","Q5VZL5","HSP90B1","ZMYM4","poor",0
"P62979","P68036","RPS27A","UBE2L3","poor",973
"P62854","P62753","RPS26","RPS6","poor",999
"P04406","Q5UIP0","GAPDH","RIF1","poor",0
"P17096","P83731","HMGA1","RPL24","poor",0
"Q16718","P35268","NDUFA5","RPL22","poor",255
"P05388","P61077","RPLP0","UBE2D3","poor",0
"O94973","P00918","AP2A2","CA2","poor",0
"P30040","Q96Q89","ERP29","KIF20B","poor",0
"O43865","P08238","AHCYL1","HSP90AB1","poor",0
"Q7Z6Z7","P36578","HUWE1","RPL4","poor",421
"P14635","P0DMV8","CCNB1","HSPA1A","poor",189
"P11021","P55196","HSPA5","AFDN","poor",0
"Q9NSI6","P0DMV8","BRWD1","HSPA1A","poor",0
"P16403","P60866","H1-2","RPS20","poor",0
"Q93079","P82930","H2BC9","MRPS34","poor",0
"Q96A08","P62701","H2BC1","RPS4X","poor",0
"Q7Z5J8","Q7RTP6","ANKAR","MICAL3","poor",0
"Q7RTP6","P14678","MICAL3","SNRPB","poor",0
"Q9NX55","Q93073","HYPK","SECISBP2L","poor",0
"P05204","Q15651","HMGN2","HMGN3","poor",0
"Q9NSI6","Q9P2E9","BRWD1","RRBP1","poor",0
"P08238","Q96T58","HSP90AB1","SPEN","poor",0
"P04114","P62753","APOB","RPS6","poor",0
"Q7Z5J4","P62750","RAI1","RPL23A","poor",0
"Q9UNH7","Q9UNE7","SNX6","STUB1","poor",0
"P07197","P23381","NEFM","WARS1","poor",0
"Q12931","P25789","TRAP1","PSMA4","poor",0
"Q14839","P60866","CHD4","RPS20","poor",336
"P83881","Q5VUA4","RPL36A","ZNF318","poor",0
"Q15691","Q9P2E9","MAPRE1","RRBP1","poor",0
"P07197","Q8NF91","NEFM","SYNE1","poor",0
"P58876","Q9H7N4","H2BC5","SCAF1","poor",0
"P11021","P00338","HSPA5","LDHA","poor",339
"P11021","Q6ZMR3","HSPA5","LDHAL6A","poor",0
"O43795","P61254","MYO1B","RPL26","poor",0
"P0DMV8","Q5VTR2","HSPA1A","RNF20","poor",0
"P0DMV8","Q8NHU6","HSPA1A","TDRD7","poor",170
"P62857","Q9UHD9","RPS28","UBQLN2","poor",447
"P63241","P11142","EIF5A","HSPA8","poor",501
"Q6P1N0","P0DMV8","CC2D1A","HSPA1A","rich",0
"Q6Y7W6","Q9NXL9","GIGYF2","MCM9","poor",262
"Q15910","O60814","EZH2","H2BC12","poor",635
"P16402","O60814","H1-3","H2BC12","rich",410
"O94919","P07900","ENDOD1","HSP90AA1","poor",0
"Q00765","P83731","REEP5","RPL24","poor",0
"O94919","P08238","ENDOD1","HSP90AB1","poor",0
"O60814","Q86UE4","H2BC12","MTDH","poor",0
"Q9Y6V0","P62753","PCLO","RPS6","poor",0
"Q04741","Q92598","EMX1","HSPH1","poor",0
"P21281","P62081","ATP6V1B2","RPS7","poor",0
"P51572","P51532","BCAP31","SMARCA4","poor",0
"Q96A33","P35268","CCDC47","RPL22","poor",805
"Q99832","Q7L590","CCT7","MCM10","poor",0
"Q6UB99","P63173","ANKRD11","RPL38","poor",0
"P22492","O60814","H1-6","H2BC12","poor",0
"P0DMV8","P13010","HSPA1A","XRCC5","poor",0
"Q17RW2","P0DMV8","COL24A1","HSPA1A","poor",0
"P0C0S8","P47914","H2AC11","RPL29","rich",0
"P58876","Q709C8","H2BC5","VPS13C","poor",0
"Q14320","P14618","FAM50A","PKM","poor",0
"Q9H0W9","P62424","C11orf54","RPL7A","poor",0
"O60814","O43615","H2BC12","TIMM44","poor",0
"Q86VP6","Q13616","CAND1","CUL1","poor",999
"Q14247","Q8TDZ2","CTTN","MICAL1","poor",0
"P05387","Q96QK1","RPLP2","VPS35","poor",0
"Q92520","O60814","FAM3C","H2BC12","poor",0
"Q8NE71","O60814","ABCF1","H2BC12","rich",229
"Q96DU9","P14618","PABPC5","PKM","poor",0
"P0DMV8","Q14980","HSPA1A","NUMA1","poor",189
"P62899","P62851","RPL31","RPS25","poor",999
"P60709","Q9UQE7","ACTB","SMC3","poor",338
"Q16658","P07910","FSCN1","HNRNPC","poor",0
"P83916","P0DMV8","CBX1","HSPA1A","rich",192
"P82979","Q702N8","SARNP","XIRP1","poor",0
"P35609","Q9UL46","ACTN2","PSME2","poor",0
"Q9NR48","P61247","ASH1L","RPS3A","poor",0
"P07942","P47914","LAMB1","RPL29","poor",0
"P07900","Q13061","HSP90AA1","TRDN","poor",0
"Q92598","P23396","HSPH1","RPS3","poor",293
"P06744","P42677","GPI","RPS27","poor",184
"P61353","O75533","RPL27","SF3B1","poor",0
"Q96RY5","P11142","CRAMP1","HSPA8","poor",0
"Q96Q89","A0AVT1","KIF20B","UBA6","poor",188
"P05387","A4UGR9","RPLP2","XIRP2","poor",0
"O00479","P11142","HMGN4","HSPA8","poor",0
"Q12955","P08238","ANK3","HSP90AB1","poor",0
"P58876","O15397","H2BC5","IPO8","poor",0
"Q71UI9","P52815","H2AZ2","MRPL12","poor",0
"O43747","P61353","AP1G1","RPL27","poor",0
"P0DMV8","P0DME0","HSPA1A","SETSIP","poor",163
"P0DMV8","Q6P4R8","HSPA1A","NFRKB","poor",0
"P49914","Q9Y230","MTHFS","RUVBL2","poor",0
"P25705","Q7RTP6","ATP5F1A","MICAL3","poor",192
"P11142","P83731","HSPA8","RPL24","poor",320
"P58876","Q7Z6Z7","H2BC5","HUWE1","poor",0
"P49454","P08238","CENPF","HSP90AB1","poor",0
"Q96A08","O60506","H2BC1","SYNCRIP","poor",0
"P60709","P06454","ACTB","PTMA","poor",414
"P40429","Q14BN4","RPL13A","SLMAP","poor",0
"P10412","P46783","H1-4","RPS10","poor",258
"P31689","P26639","DNAJA1","TARS1","poor",366
"Q14008","P23396","CKAP5","RPS3","poor",0
"O60814","P49736","H2BC12","MCM2","rich",159
"Q9UII2","P34932","ATP5IF1","HSPA4","poor",0
"O60814","P33991","H2BC12","MCM4","poor",0
"Q9P219","Q99832","CCDC88C","CCT7","poor",0
"Q14677","Q9H0U4","CLINT1","RAB1B","poor",0
"Q13151","P08238","HNRNPA0","HSP90AB1","poor",218
"Q15006","P10809","EMC2","HSPD1","poor",0
"O60814","P23921","H2BC12","RRM1","poor",0
"P62277","O14776","RPS13","TCERG1","poor",0
"P14618","O95425","PKM","SVIL","poor",0
"P14618","Q15431","PKM","SYCP1","poor",0
"P62140","P62280","PPP1CB","RPS11","poor",0
"P08238","Q13459","HSP90AB1","MYO9B","poor",190
"P08397","P84098","HMBS","RPL19","poor",299
"P21281","P08238","ATP6V1B2","HSP90AB1","poor",333
"Q9HCM3","P50914","KIAA1549","RPL14","poor",0
"P07197","O60568","NEFM","PLOD3","poor",0
"Q03701","P58876","CEBPZ","H2BC5","poor",0
"Q7Z2Z2","P10809","EFL1","HSPD1","poor",227
"Q8IUX7","O60814","AEBP1","H2BC12","poor",0
"P42766","P63313","RPL35","TMSB10","poor",222
"O95202","Q9Y3U8","LETM1","RPL36","poor",203
"P0C0S8","Q9H9J2","H2AC11","MRPL44","poor",0
"P58876","Q2LD37","H2BC5","KIAA1109","poor",0
"Q92620","Q9Y3U8","DHX38","RPL36","poor",0
"Q5VTE0","Q13263","EEF1A1P5","TRIM28","poor",0
"Q04637","P0DMV8","EIF4G1","HSPA1A","poor",157
"P16949","Q9BTW9","STMN1","TBCD","poor",153
"P07814","O60814","EPRS1","H2BC12","rich",0
"P14618","Q96C90","PKM","PPP1R14B","poor",0
"Q14008","Q92598","CKAP5","HSPH1","poor",0
"A2A2Z9","P42677","ANKRD18B","RPS27","poor",0
"P13639","Q9UPN3","EEF2","MACF1","poor",0
"A6NGG8","P0DMV8","PCARE","HSPA1A","poor",0
"P18621","P62841","RPL17","RPS15","poor",999
"O95166","P08238","GABARAP","HSP90AB1","poor",267
"P23396","Q6ZQQ2","RPS3","SPATA31D1","poor",0
"O43852","P82930","CALU","MRPS34","poor",0
"P0DMV8","P46783","HSPA1A","RPS10","poor",0
"Q9NUJ1","P46783","ABHD10","RPS10","poor",0
"P05204","P0DMV8","HMGN2","HSPA1A","poor",0
"Q6NVV1","P63104","RPL13AP3","YWHAZ","poor",0
"P99999","P0DMV8","CYCS","HSPA1A","poor",242
"Q96A26","P61513","FAM162A","RPL37A","poor",0
"P0DMV8","Q15020","HSPA1A","SART3","poor",151
"P68133","P60709","ACTA1","ACTB","rich",806
"O60524","P62081","NEMF","RPS7","poor",0
"Q96K17","Q02878","BTF3L4","RPL6","poor",681
"Q15651","O14737","HMGN3","PDCD5","poor",0
"P08238","P20929","HSP90AB1","NEB","poor",0
"Q9BRJ6","P61513","C7orf50","RPL37A","poor",0
"P49454","P0DMV8","CENPF","HSPA1A","poor",0
"Q86VP6","P67936","CAND1","TPM4","poor",0
"P10515","P11021","DLAT","HSPA5","poor",377
"P0DMV8","P13674","HSPA1A","P4HA1","poor",0
"P0DMV8","Q6ZXV5","HSPA1A","TMTC3","poor",210
"P98175","P62424","RBM10","RPL7A","poor",0
"P16401","P50914","H1-5","RPL14","poor",0
"Q14008","P50914","CKAP5","RPL14","poor",0
"Q99613","P58876","EIF3C","H2BC5","poor",0
"Q02224","O60814","CENPE","H2BC12","poor",210
